Gene	Module
rsph6a.l[rsph6a(0.0)]	22
rsph9.l[rsph9(0.0)]	22
rsrc2.l[rsrc2(0.0)]	33
rtcb.1[c22orf28(1e-71)]	13
rtf1.l[rtf1(0.0)]	26
rtfdc1.s[c20orf43(0.0)]	10
rtkn2.l[rtkn2(0.0)]	1
rtn3.l[rtn3(2e-93)]	58
rtn4.l[rtn4(3e-49)]	44
rtn4.s[rtn4(1e-52)]	18
rttn.s	79
rundc1-like.l[rundc1(6e-125)]	2
ruvbl1.l[ruvbl1(0.0)]	4
ruvbl1.s[ruvbl1(0.0)]	5
rxrb.l[rxrb(0.0)]	62
rxrb.s[rxrb(0.0)]	0
rybp.l[rybp(0.0)]	18
ryr1-like.l[ryr1(0.0)]	34
s100pbp.l[s100pbp(0.0)]	2
s1pr5.l[s1pr5(0.0)]	10
s1pr5.s[s1pr5(0.0)]	17
saal1.l[saal1(2e-113)]	3
sacm1l.l[sacm1l(0.0)]	7
sacs.l[sacs(0.0)]	128
sae1.l[sae1(6e-47)]	14
safb.l[safb(6e-126)]	121
safb.s[safb(8e-117)]	121
sall1.l[sall1(1e-86)]	45
sall1.s[sall1(0.0)]	45
sall2.l[sall2(9e-156)]	19
sall2.s[sall2(1e-163)]	19
samd13.l[samd13(9e-99)]	42
sap18.l[sap18(0.0)]	11
sap18.s[sap18(0.0)]	3
sar1a.l[sar1a(0.0)]	36
sar1a.s[sar1a(1e-103)]	30
sarnp.l[sarnp(0.0)]	11
sarnp.s[sarnp(2e-62)]	17
sars.l[sars(4e-90)]	2
sars.s[sars(8e-113)]	104
sart1.s[sart1(0.0)]	57
sart3.l[sart3(2e-124)]	43
sass6.2.l[hiat1(0.0)|sass6.2(1e-139)]	93
sass6.l[sass6(0.0)]	120
sav1.l[sav1(0.0)]	40
sbds.l[sbds(0.0)]	13
sbf1.l[sbf1(3e-95)]	48
sbf1.s[sbf1(9e-113)]	21
sbno1.l[sbno1(1e-83)]	131
sbno1.s[sbno1(0.0)]	43
sbno2.l[sbno2(2e-28)]	32
scaf11-like.l[ensxetg00000030749(0.0)|ensxetg00000031407(7e-81)]	75
scaf11-like.s[ensxetg00000030749(8e-171)|ensxetg00000031407(1e-88)]	129
scaf4.l[scaf4(0.0)]	118
scaf4.s[scaf4(0.0)]	91
scaf8.l[scaf8(3e-144)]	8
scaf8.s[scaf8(3e-28)]	75
scamp2.l[scamp2(0.0)]	73
scamp2.s[scamp2(7e-80)]	35
scamp5.l[scamp5(5e-90)]	16
scap.s[scap(0.0)]	7
scfd1.l[scfd1(0.0)]	70
scml2.l[scml2(4e-59)]	74
scml2.s[scml2(0.0)]	19
scnn1b.s[scnn1b(0.0)]	68
scnn1g-like.s[scnn1g(0.0)]	9
scrib.l[scrib(3e-106)]	39
scube2.l[scube2(1e-39)]	19
scube2.s[scube2(6e-115)]	19
scyl1.l[scyl1(0.0)]	6
scyl3.l[scyl3(0.0)]	7
sdad1.s[sdad1(0.0)]	13
sdc1.l[sdc1(5e-57)]	120
sdc2.l	6
sdc2.s	6
sde2.l[c1orf55(4e-73)|lefty(5e-165)]	1
sde2.s[c1orf55(0.0)]	12
sdf2.l[sdf2(0.0)]	30
sdf2.s[sdf2(0.0)]	30
sdf4.l[sdf4(8e-60)]	7
sdf4.s[sdf4(4e-27)]	7
sdha.l[sdha(0.0)]	12
sdhc.s[sdhc(2e-157)]	10
sdk2.1[sdk2(1e-82)]	83
sds.l[sds(0.0)]	6
sec11a.l[sec11a(0.0)]	10
sec11a.s[sec11a(0.0)]	2
sec13.l[sec13(2e-79)]	30
sec13.s[sec13(4e-169)]	28
sec16a-like.l[sec16a(9e-142)]	44
sec16a-like.s[sec16a(4e-65)]	44
sec22b.l[sec22b(0.0)]	36
sec23a.s[sec23a(0.0)]	65
sec23b.l[sec23b(8e-174)]	30
sec23b.s[sec23b(0.0)]	30
sec23ip.l[sec23ip(1e-87)]	44
sec23ip.s[sec23ip(0.0)]	65
sec24a-like.l[sec24a(5e-58)]	81
sec24b.l[sec24b(6e-56)]	8
sec24d-like.1.l[sec24c(0.0)]	7
sec24d-like.1.s[sec24c(0.0)]	7
sec24d-like.2.l[sec24d(0.0)]	9
sec24d-like.2.s[sec24d(0.0)]	9
sec31a.l[sec31a(0.0)]	4
sec61a1.l[sec61a1(0.0)]	30
sec61a1.s[sec61a1(0.0)]	36
sec61b.l[sec61b(1e-171)]	30
sec61g.l[sec61g(3e-93)]	30
sec61g.s[sec61g(3e-89)]	30
secisbp2.l[secisbp2(0.0)]	26
secisbp2l.l[secisbp2l(0.0)]	5
seh1l.l[seh1l(5e-92)]	8
seh1l.s[seh1l(0.0)]	2
sel1l3.s[sel1l3(0.0)]	5
selm.l	7
selo.l[selo(7e-44)]	18
sema3a.l[sema3a(0.0)]	38
sema3a.s[sema3a(0.0)]	38
sema3f.l[sema3f(0.0)]	56
sema3f.s[sema3f(0.0)]	54
sema4a.l[sema4a(0.0)]	5
sema4a.s[sema4a(0.0)]	7
sema4c.l[sema4c(0.0)]	96
sema4c.s[sema4c(0.0)]	0
sema6a.l[sema6a(0.0)]	88
sema6a.s[sema6a(8e-77)]	55
sema6d.l[sema6d(2e-72)]	47
sema6d.s[sema6d(0.0)]	47
senp1-like.s[senp1(0.0)]	93
senp5.l[senp5(0.0)]	85
senp5.s[senp5(0.0)]	85
senp6.1[senp6(0.0)]	46
sephs2.1[sephs2(0.0)]	12
sept10.l[sept10(0.0)]	81
sept11.l[sept11(0.0)]	112
sept11.s[sept11(0.0)]	6
sept12.l[sept12(0.0)]	74
sept12.s[sept12(0.0)]	74
sept2-a.s[sept2-a(3e-39)]	16
sept2.l[sept2(0.0)]	12
sept2.s[sept2(8e-30)]	122
sept7-like.l[sept7(0.0)]	8
sept8.l[sept8(1e-139)]	16
sept8.s[sept8(2e-131)]	87
sept9.l[sept9(0.0)]	8
serhl.l[serhl(1e-46)]	21
serinc3.l[serinc3(0.0)]	6
serinc5.s[serinc5(4e-64)]	20
serp2.l[serp1(1e-151)]	36
serpinf1.l[serpinf1(0.0)]	95
serpinf2.l[serpinf2(0.0)]	1
sertad3.l[sertad3(2e-66)]	24
sertad3.s[sertad3(4e-63)]	57
sesn2.l[sesn2(0.0)]	1
sesn2.s[sesn2(0.0)]	104
set.s[set(0.0)]	80
setd1b.s[setd1b(0.0)]	21
setd5-like.l[setd5(5e-153)]	97
setd5-like.s[setd5(6e-150)]	97
setd6.l[setd6(0.0)]	2
setdb1.l[setdb1(0.0)]	59
setdb1.s[setdb1(5e-146)]	91
setx.l[setx(2e-44)]	59
sez6l.s[sez6l(0.0)]	41
sf1.s[sf1(1e-96)]	3
sf3a2.l[sf3a2(0.0)]	86
sf3a2.s[sf3a2(0.0)]	86
sf3b1.l[sf3b1(0.0)]	99
sf3b1.s[sf3b1(0.0)]	57
sf3b2.l[sf3b2(2e-45)]	14
sf3b2.s[sf3b2(0.0)]	80
sf3b3.l[sf3b3(0.0)]	57
sf3b3.s[sf3b3(2e-37)]	85
sf3b4.l[sf3b4(0.0)]	86
sf3b4.s[sf3b4(2e-55)]	86
sf3b5.s[sf3b5(9e-97)]	11
sf3b6.l[sf3b14(0.0)]	3
sf3b6.s[sf3b14(6e-133)]	17
sfi1-like.l[depdc5(0.0)|pisd(0.0)]	87
sfpq.l[sfpq(0.0)]	86
sfpq.s[sfpq(0.0)]	86
sfrp1.s[sfrp1(0.0)]	18
sfrp2.l[sfrp2(0.0)]	47
sfrp2.s[sfrp2(0.0)]	48
sfswap.l[sfswap(0.0)]	8
sfswap.s[sfswap(0.0)]	108
sft2d1.s[sft2d1(0.0)]	9
sfxn1.l[sfxn1(5e-48)]	79
sgk1.l[sgk1(1e-92)]	138
sgk3.l[ensxetg00000033505(0.0)]	54
sgk3.s[ensxetg00000033505(0.0)]	4
sgms1.s[sgms1(1e-180)]	68
sgol1.l[sgol1(3e-173)]	33
sgpl1-like.l[sgpl1(0.0)]	101
sgpp2.s[sgpp2(0.0)]	4
sgta.l[sgta(0.0)]	0
sh3bgrl2.1[sh3bgrl2(5e-25)]	73
sh3bgrl3.s[sh3bgrl3(0.0)]	28
sh3bp4.l[sh3bp4(0.0)]	35
sh3bp4.s[sh3bp4(0.0)]	133
sh3d19-like.l[sh3d19(0.0)]	20
sh3d19-like.s[sh3d19(0.0)]	47
sh3d21-like.l[ensxetg00000030848(4e-133)]	5
sh3d21-like.s[ensxetg00000030848(9e-30)]	4
sh3gl1.l[sh3gl1(3e-80)]	45
sh3glb1.l[sh3glb1(0.0)]	56
sh3pxd2a.l[sh3pxd2a(2e-114)]	51
sh3pxd2a.s[sh3pxd2a(1e-97)]	51
sh3rf1.l[sh3rf1(0.0)]	5
shcbp1.l[shcbp1(0.0)]	26
shcbp1.s[shcbp1(0.0)]	27
shd-like.l[shd(8e-42)]	67
shfm1.l[shfm1(4e-154)]	28
shfm1.s[shfm1(3e-155)]	28
shh.l[shh(5e-110)]	47
shisa2.l[shisa2(0.0)]	34
shisa2.s[shisa2(0.0)]	34
shmt1.l[shmt1(0.0)]	10
shmt2.l[shmt2(0.0)]	130
shmt2.s[shmt2(0.0)]	28
shq1.l[shq1(0.0)]	64
shroom2.l[shroom2(0.0)]	19
shroom4.l[shroom4(3e-112)]	123
siah1.l[siah1(0.0)]	1
siah1.s[siah1(0.0)]	62
sidt1-like.l[sidt1(0.0)]	4
sidt2.l[sidt2(2e-124)]	74
sigirr.s[sigirr(0.0)]	27
sik1.s[sik1(1e-21)]	3
sin3b.l[sin3b(0.0)]	75
sipa1l1-like.l[sipa1l1(0.0)]	75
sipa1l1-like.s[sipa1l1(2e-133)]	55
sirt5.l[sirt5(0.0)]	10
sirt6.s[sirt6(0.0)]	17
sirt7.l[sirt7(3e-141)]	140
six3.l[six3(0.0)]	38
six3.s[six3(0.0)]	38
six4.l[six4(0.0)]	9
six4.s[six4(0.0)]	123
ska3.l[ska3(0.0)]	12
skil.1[skil(1e-115)]	6
skil.l[skil(0.0)]	6
skiv2l2-like.l[skiv2l2(0.0)]	8
skiv2l2-like.s[skiv2l2(0.0)]	1
skp1.l[skp1(0.0)]	49
skp1.s[skp1(0.0)]	11
skp2.l[skp2(0.0)]	10
slbp.l[slbp(0.0)]	126
slbp.s[slbp(0.0)]	25
slc12a2.l[slc12a2(0.0)]	50
slc12a2.s[slc12a2(0.0)]	79
slc12a3.2.s[ensxetg00000033461(0.0)]	83
slc12a6.l[slc12a6(0.0)]	17
slc13a4.l[slc13a4(0.0)]	9
slc13a4.s[slc13a4(0.0)]	58
slc15a4.l[slc15a4(6e-156)]	79
slc16a1.l[slc16a1(1e-48)]	96
slc16a1.s[slc16a1(4e-111)]	100
slc16a10.s[slc16a10(0.0)]	47
slc16a12.l[slc16a12(2e-77)]	5
slc16a12.s[slc16a12(2e-47)]	6
slc17a5.s[c5orf54(5e-144)]	18
slc19a1.l[slc19a1(0.0)]	102
slc19a2.l[mrpl44(1e-58)|slc19a2(0.0)]	4
slc1a4.l[slc1a4(0.0)]	8
slc1a5.l[slc1a5(0.0)]	5
slc1a5.s[slc1a5(2e-77)]	7
slc20a1.l[slc20a1(0.0)]	88
slc20a1.s[slc20a1(0.0)]	21
slc22a31-like.1[slc22a31(0.0)]	68
slc23a2.l[slc23a2(2e-106)]	51
slc25a1.l[slc25a1(0.0)]	9
slc25a13.l[slc25a13(3e-69)]	1
slc25a13.s[slc25a13(2e-36)]	1
slc25a17.l[mkl1(0.0)|slc25a17(0.0)]	12
slc25a17.s[slc25a17(3e-154)]	36
slc25a19.l[slc25a19(0.0)]	8
slc25a20.2.l[slc25a20.2(0.0)]	10
slc25a22.l[slc25a22(0.0)]	22
slc25a22.s[slc25a22(0.0)]	5
slc25a24.l[slc25a24(0.0)]	2
slc25a24.s[slc25a24(0.0)]	4
slc25a25-like.1[slc25a25(1e-50)]	30
slc25a25-like.s[slc25a25(0.0)]	16
slc25a28.l[slc25a28(0.0)]	87
slc25a28.s[slc25a28(0.0)]	13
slc25a29.l[slc25a29(0.0)]	4
slc25a29.s[slc25a29(0.0)|yy1(8e-64)]	53
slc25a3.l[slc25a3(4e-125)]	11
slc25a3.s[slc25a3(2e-123)]	2
slc25a30.l[slc25a30(4e-102)]	5
slc25a34.l[slc25a34(0.0)]	6
slc25a39.l[slc25a39(4e-58)]	13
slc25a44.l[slc25a44(0.0)]	24
slc25a44.s[slc25a44(0.0)]	1
slc26a11.l[slc26a11(0.0)]	9
slc27a2-like.l[slc27a2(0.0)]	50
slc27a4.1[slc27a4(0.0)]	74
slc2a12.l[slc2a12(0.0)]	4
slc2a2.l[slc2a2(0.0)]	10
slc2a2.s[slc2a2(2e-49)]	5
slc30a1.l[slc30a1(0.0)]	2
slc30a1.s[slc30a1(0.0)]	1
slc30a5.l[slc30a5(0.0)]	9
slc30a6.s[slc30a6(1e-35)]	7
slc30a7.l[slc30a7(1e-82)]	9
slc30a7.s[slc30a7(4e-82)]	7
slc30a8.l[slc30a8(2e-80)]	9
slc35a5.l[slc35a5(0.0)]	30
slc35a5.s[slc35a5(0.0)]	36
slc35b1.l[slc35b1(0.0)]	30
slc35b1.s[slc35b1(0.0)]	6
slc35b2.l[slc35b2(0.0)]	1
slc35b4.l	5
slc35c1.l[slc35c1(0.0)]	4
slc35d2.s	7
slc35e1.l[slc35e1(0.0)]	7
slc35e1.s[slc35e1(0.0)]	120
slc35e2b.l	79
slc35f2.1[slc35f2(0.0)]	0
slc36a4.l[slc36a4(0.0)]	53
slc37a3-like.l[slc37a3(0.0)]	123
slc38a3.l[slc38a3(4e-102)]	8
slc38a3.s[slc38a3(0.0)]	5
slc38a5.s[slc38a5(8e-68)]	104
slc38a7.l[slc38a7(0.0)]	18
slc38a8.l[slc38a8(0.0)]	113
slc39a10.l[slc39a10(2e-33)]	43
slc39a10.s[slc39a10(5e-42)]	8
slc39a13-like.l[slc39a13(6e-117)]	4
slc39a7.l[slc39a7(0.0)]	30
slc39a7.s[slc39a7(0.0)]	5
slc39a9-like.1.l[ensxetg00000018648(2e-121)]	61
slc39a9.s[kiaa0247(1e-30)|slc39a9(1e-38)]	7
slc3a2.s[slc3a2(0.0)]	4
slc44a1-like.l[slc44a1(0.0)]	52
slc44a2.l[slc44a2(6e-77)]	1
slc44a4.l[slc44a4(0.0)]	4
slc45a3.l[slc45a3(1e-74)]	4
slc45a3.s[slc45a3(4e-70)]	4
slc4a11.l[slc4a11(0.0)]	8
slc4a1ap.l[slc4a1ap(0.0)]	86
slc50a1.l[slc50a1(5e-177)]	50
slc6a14.2.l[slc6a14.2(0.0)]	6
slc6a3-like.s[slc6a3(2e-142)]	9
slc7a3.l[slc7a3(0.0)]	11
slc7a4.l[slc7a4(0.0)]	4
slc7a5.1[slc7a5(0.0)]	15
slc7a5.l[slc7a5(0.0)]	5
slc7a6.l[slc7a6(0.0)]	8
slc7a7.l[slc7a7(9e-84)]	95
slc7a8.l[slc7a8(0.0)]	90
slc7a8.s[slc7a8(0.0)]	136
slc8b1.l[slc24a6(2e-68)]	9
slc9a1.l[slc9a1(0.0)]	7
slc9a1.s[slc9a1(0.0)]	69
slc9a3r1.s[slc9a3r1(0.0)]	61
slc9a3r2.l[slc9a3r2(0.0)]	68
slc9a7.l[slc9a7(3e-81)]	43
slco4c1.l[slco4c1(0.0)]	4
slco5a1.l[slco5a1(0.0)]	42
slco5a1.s[slco5a1(4e-170)]	19
slirp.l[slirp(5e-98)]	28
slit2.l[slit2(2e-112)]	15
slit2.s[slit2(0.0)]	5
slk-like.s[slk(1e-37)]	46
slmap.1[slmap(3e-31)]	101
sltm.l[sltm(2e-95)]	26
sltm.s[sltm(0.0)]	26
slu7.l[slu7(0.0)]	139
slx4.l[slx4(5e-25)]	66
smad1.l[smad1(2e-107)]	21
smad7-like.l[smad7(2e-30)]	68
smad7-like.s[smad7(0.0)]	123
smagp.l[xb-gene-5871173(6e-76)]	1
smagp.s[xb-gene-5871173(4e-103)]	1
smarca2-like.l[smarca2(0.0)]	53
smarca5.1[smarca5(0.0)]	76
smarca5.s[smarca5(4e-161)]	105
smarcb1.l[smarcb1(0.0)]	12
smarcb1.s[smarcb1(0.0)]	17
smarcc1.l[smarcc1(3e-69)]	86
smarcc1.s[smarcc1(3e-75)]	39
smarcd2.l[smarcd2(0.0)]	1
smarcd2.s[smarcd2(0.0)]	68
smc3.l[smc3(0.0)]	97
smc3.s[smc3(0.0)]	97
smc4-like.l[smc4(0.0)]	26
smco4.1[c11orf75(0.0)]	6
smcr8.l[smcr8(0.0)]	97
smek2.l[smek2(0.0)]	57
smek2.s[smek2(0.0)]	26
smg1.l[ensxetg00000033590(2e-111)|smg1(0.0)]	66
smg1.s[ensxetg00000033590(2e-111)|smg1(0.0)]	124
smg5-like.2.l[smg5(0.0)]	89
smg6.l[smg6(7e-92)]	8
smg7.l[smg7(0.0)]	46
smg7.s[smg7(0.0)]	46
smim15.l[ndufaf2(4e-36)|smim15(3e-107)]	7
smim19-like.l[c8orf40(5e-122)|edem2(3e-143)]	27
smn2.l[smn2(4e-80)]	12
smndc1.l[smndc1(2e-149)]	10
smo.l[smo(0.0)]	18
smo.s[smo(0.0)]	76
smox.s[smox(0.0)]	1
smpd4.l[smpd4(0.0)]	105
smu1.l[smu1(8e-117)]	0
smu1.s[smu1(1e-111)]	33
smug1.l[smug1(0.0)]	27
smyd1.l[smyd1(0.0)]	34
snai1.s[snai1(2e-107)]	51
snap23.l[snap23(4e-134)]	96
snap29.l[snap29(0.0)]	70
snip1.s[snip1(0.0)]	33
snn.l[snn(0.0)]	32
snn.s[snn(0.0)]	0
snrnp200.l[snrnp200(5e-34)]	26
snrnp200.s[snrnp200(0.0)]	99
snrnp25.s[snrnp25(0.0)]	24
snrnp27.s[snrnp27(0.0)]	11
snrnp35.l[ensxetg00000034327(0.0)]	71
snrnp40.l[snrnp40(0.0)]	3
snrnp40.s[snrnp40(2e-24)]	17
snrnp48.l[snrnp48(0.0)]	71
snrnp70.l[snrnp70(0.0)]	3
snrnp70.s[snrnp70(0.0)]	11
snrpa.s[snrpa(0.0)]	10
snrpb.l[snrpb(9e-98)]	11
snrpb.s[snrpb(1e-95)]	11
snrpc.s[snrpc(0.0)]	17
snrpd1.l[snrpd1(0.0)]	11
snrpd1.s[snrpd1(2e-57)]	11
snrpd2.l[snrpd2(5e-153)]	29
snrpf.l[snrpf(6e-57)]	29
snrpf.s[snrpf(1e-51)]	29
snrpg.l[snrpg(1e-103)]	3
snrpg.s[snrpg(3e-144)]	11
sntb2.s[sntb2(0.0)]	4
snupn.l[snupn(0.0)]	2
snw1.l[snw1(0.0)]	33
snw1.s[snw1(0.0)]	25
snx12.l[snx12(3e-47)]	10
snx18.l[snx18(0.0)]	6
snx2-like.l[snx2(0.0)]	1
snx2-like.s[snx2(0.0)]	6
snx22.l[snx22(0.0)]	27
snx27.l[snx27(0.0)]	91
snx27.s[snx27(8e-65)]	62
snx3.l[snx3(0.0)]	1
snx3.s[snx3(0.0)]	15
snx31.l[snx31(0.0)]	50
snx31.s[snx31(0.0)]	1
snx6.l[snx6(0.0)]	1
snx6.s[snx6(0.0)]	1
soat1.l[soat1(0.0)]	6
soat1.s[soat1(4e-141)]	76
socs1.l[socs1(0.0)]	3
socs3-like.1.l[xb-gene-5809273(0.0)]	1
socs3.l[socs3(0.0)]	92
socs6.s[socs6(0.0)]	43
sod1.l	3
sod1.s[sod1(4e-136)]	10
sod3.l[sod3(0.0)]	5
sorl1.l[sorl1(8e-168)]	129
sos2.l[sos2(0.0)]	122
sowaha.s[ankrd43(0.0)]	4
sowahc.l[ankrd57(0.0)]	45
sox10.l[sox10(3e-78)]	51
sox10.s[sox10(4e-103)]	51
sox11.l[sox11(9e-147)]	18
sox11.s[sox11(2e-151)]	18
sox13.s[sox13(0.0)]	67
sox17a.l[sox17a(3e-38)]	41
sox17a.s[sox17a(0.0)]	113
sox17b.1.l[sox17b.1(0.0)]	41
sox17b.1.s[sox17b.1(0.0)]	1
sox2.1[sox2(0.0)]	18
sox21-like.2.l[sox21(0.0)]	47
sox21-like.2.s[sox21(3e-73)]	47
sox5.s[sox5(0.0)]	15
sox7.s[sox7(1e-59)]	4
sox8.l[sox8(0.0)]	51
sox8.s[sox8(0.0)]	51
sox9.1[sox9(0.0)]	51
sox9.s[sox9(0.0)]	51
sp1.l[sp1(0.0)]	6
sp1.s[sp1(0.0)]	6
sp3.l[sp3(0.0)]	26
sp3.s[sp3(3e-46)]	26
sp5.l[sp5(0.0)]	1
sp5.s[sp5(0.0)]	1
sp5l.l[gli1.2(0.0)]	20
sp5l.s[gli1.2(1e-52)]	20
sp7.l[sp7(0.0)]	7
sp7.s[sp7(0.0)]	7
sp8.l[sp8(1e-91)]	2
sp8.s[sp8(3e-83)]	2
spag1.l[spag1(1e-136)]	50
spag1.s[spag1(0.0)]	54
spag5.l[aldoc(1e-67)]	8
spag6.l[spag6(0.0)]	22
spag9-like.1.s[spag9(1e-156)]	48
sparc.l[sparc(2e-74)]	34
sparc.s[sparc(3e-125)]	74
spata18-like.l[spata18(0.0)]	22
spata18-like.s[spata18(0.0)]	63
spata6-like.l	58
spats2.l[spats2(0.0)]	1
spats2.s[spats2(3e-153)]	32
spc25.l[spc25(0.0)]	10
spcs3.l[spcs3(0.0)]	119
spcs3.s[spcs3(0.0)]	2
speg.s[ensxetg00000019246(3e-55)|speg(3e-23)]	4
spen.l[spen(1e-81)]	44
spen.s[spen(9e-69)]	44
spg21.s[spg21(8e-44)]	6
spg7.1[spg7(0.0)]	10
spib.l[spib(0.0)]	38
spint2.l[spint2(0.0)]	6
spint2.s[spint2(0.0)]	6
spns2.l[spns2(0.0)]	132
spop.l[spop(0.0)]	14
spop.s[spop(0.0)]	17
sppl2a.l[sppl2a(8e-130)]	54
sppl3.l[sppl3(4e-70)]	80
sppl3.s[sppl3(2e-30)]	18
spred1.l[spred1(0.0)]	45
spred2.l[spred2(0.0)]	90
spry1.l[spry1(0.0)]	45
spry1.s[spry1(0.0)]	45
spry2.l[spry2(0.0)]	45
spry2.s[spry2(0.0)]	45
spry4.l[spry4(0.0)]	31
spry4.s[spry4(0.0)]	23
spryd7.l[spryd7(0.0)]	28
spsb4-like.l	55
spsb4-like.s	58
sptan1.1[sptan1(0.0)]	108
sptan1.s[sptan1(0.0)]	108
sptlc1.l[sptlc1(0.0)]	56
sptlc2.l[sptlc2(1e-21)]	35
sptlc3-like.s[sptlc3(0.0)]	4
spty2d1.s[spty2d1(5e-133)]	9
sqrdl.s[sqrdl(0.0)]	6
sra1.l[sra1(0.0)]	1
sra1.s[sra1(1e-96)]	56
srbd1-like.l[srbd1(1e-67)]	104
srcap.l[srcap(7e-59)]	44
srcap.s[srcap(5e-60)]	44
srebf1.s[srebf1(1e-148)]	18
srek1.s[srek1(1e-37)]	42
srgap1.l[srgap1(0.0)]	88
srgap1.s[srgap1(0.0)]	48
sri.l[sri(0.0)]	28
sri.s[sri(4e-113)]	11
srl-like.l[srl(0.0)]	34
srl-like.s[srl(3e-123)]	34
srm-like.l[srm(0.0)]	13
srp14.s[srp14(0.0)]	125
srp19.l[srp19(7e-50)]	30
srp19.s[srp19(9e-145)]	28
srp54.l[srp54(2e-124)]	70
srp54.s[srp54(0.0)]	2
srp68-like.l[srp68(0.0)]	7
srp68-like.s[srp68(2e-43)]	30
srp72.1[srp72(0.0)]	36
srpk1.s[srpk1(0.0)]	116
srpk3.l[srpk3(0.0)]	69
srpr-like.l[srpr(0.0)]	7
srrm1.l	94
srrm1.s	59
srrm2.l[srrm2(0.0)]	37
srrm2.s[srrm2(0.0)]	37
srrt.1[srrt(6e-59)]	16
srrt.l[srrt(0.0)]	80
srsf1.l[srsf1(0.0)]	80
srsf1.s[srsf1(2e-40)]	3
srsf11-like.l[srsf11(1e-58)]	85
srsf11-like.s[srsf11(2e-71)]	46
srsf2.l[srsf2(0.0)]	3
srsf2.s[srsf2(0.0)]	3
srsf5.l[srsf5(6e-153)]	1
srsf5.s[srsf5(0.0)]	3
srsf6.1[srsf6(6e-110)]	3
srsf6.s[srsf6(5e-115)]	94
ss18.l[ss18(0.0)]	33
ss18.s[ss18(7e-176)]	25
ss18l2.l[kiaa0355(9e-142)]	135
ssfa2.s[ssfa2(0.0)]	1
ssh2-like.l[ssh2(0.0)]	75
ssh2-like.s[ssh2(1e-105)]	75
ssh3.l[ssh3(0.0)]	53
ssna1.l[ssna1(8e-117)]	10
ssr3.l[ssr3(0.0)]	30
ssr3.s[ssr3(0.0)]	30
sssca1.l[sssca1(0.0)]	10
sssca1.s[sssca1(0.0)]	2
sstr5.s[sstr5(0.0)]	63
ssu72.l[ssu72(0.0)]	2
ssu72.s[ssu72(1e-49)]	11
st13.l[st13(0.0)]	49
st13.s[st13(0.0)]	2
st3gal1.l[st3gal1(0.0)]	89
st3gal2-like.l[st3gal2.1(0.0)]	46
st3gal3-like.s[st3gal3(0.0)]	0
st3gal6.l[st3gal6(0.0)]	90
st6gal1.s[st6gal1(0.0)]	45
st6galnac2.l[st6galnac2(0.0)]	1
st6galnac2.s[st6galnac2(7e-139)]	41
stag1-like.l[stag2(2e-108)]	6
stag1-like.s[stag2(0.0)]	15
stag1.l[stag1(0.0)]	26
stag1.s[stag1(9e-100)]	76
stam2.s[stam2(0.0)]	87
stambp.l[stambp(1e-66)]	73
stard10.l[stard10(1e-157)]	7
stard10.s[stard10(2e-108)]	4
stard13.l[stard13(0.0)]	1
stard13.s[stard13(5e-111)]	1
stard3.l[stard3(0.0)]	2
stard3.s[stard3(0.0)]	14
stard7.l[stard7(0.0)]	8
stard9.l[ensxetg00000024951(8e-61)|stard9(3e-105)]	4
stau1.l[stau1(0.0)]	44
stau1.s[stau1(1e-97)]	21
stil.l[stil(1e-33)]	72
stim1.l[stim1(5e-75)]	5
stk11ip.l[stk11ip(4e-58)]	1
stk16.l[stk16(0.0)]	3
stk17a.l[stk17a(0.0)]	9
stk24.l[stk24(0.0)]	92
stk24.s[stk24(0.0)]	56
stk33.s[stk33(4e-82)]	72
stk38-like.s[stk38(0.0)]	121
stk38l.s[stk38l(0.0)]	123
stk39.l[stk39(0.0)]	79
stk39.s[stk39(0.0)]	8
stk40.l[stk40(0.0)]	20
stk40.s[stk40(0.0)]	20
stmn1.l[stmn1(4e-102)]	10
stmn1.s[stmn1(3e-105)]	36
stmnd1.l[stmnd1(5e-99)]	22
stmnd1.s[stmnd1(4e-109)]	22
stox1.1[stox1(0.0)]	45
stox1.s[stox1(5e-110)]	75
strap.l[strap(0.0)]	29
strap.s[strap(3e-54)]	60
strip1.s[strip1(7e-76)]	15
strn.s[strn(0.0)]	98
strn3.l[strn3(0.0)]	20
strn3.s[strn3(8e-36)]	80
stt3a.l[stt3a(0.0)]	73
stt3a.s[stt3a(0.0)]	73
stt3b-like.1.l[stt3b(0.0)]	69
stt3b-like.1.s[stt3b(0.0)]	8
stx19.l[stx19(0.0)]	73
stx2.l[stx2(2e-67)]	19
stx5.s[stx5(9e-34)]	7
stx6.l[stx6(1e-65)]	61
stx6.s[stx6(8e-54)]	33
stxbp3.l[stxbp3(7e-88)]	1
stxbp3.s[stxbp3(0.0)]	6
stxbp5-like.1.l[stxbp5(0.0)]	4
stxbp5-like.1.s[stxbp5(0.0)]	5
sub1.l[sub1(0.0)]	14
sub1.s[sub1(0.0)]	3
suclg2.l[suclg2(0.0)]	6
suco-like.l[c1orf9(0.0)]	4
suds3.l[suds3(4e-103)]	60
suds3.s[suds3(9e-154)]	76
sufu.s[sufu(2e-26)]	99
sugp2.l[sugp2(7e-140)]	99
sugt1.l[sugt1(0.0)]	49
sulf1.l[sulf1(0.0)]	23
sult1e1.l[sult1e1(0.0)]	3
sumo1.l[sumo1(3e-54)]	17
sumo1.s[sumo1(1e-151)]	40
